"","age_gp","sex","region","july1_2020","july1_2021"
"12165","51","female","Virginia",56014,57489
"12166","52","total","Virginia",109374,110233
"12167","52","male","Virginia",54078,54566
"12168","52","female","Virginia",55296,55667
"12169","53","total","Virginia",110046,108369
"12170","53","male","Virginia",54283,53593
"12171","53","female","Virginia",55763,54776
"12172","54","total","Virginia",111991,109053
"12173","54","male","Virginia",55325,53748
"12174","54","female","Virginia",56666,55305
"12175","55","total","Virginia",116522,110659
"12176","55","male","Virginia",57168,54507
"12177","55","female","Virginia",59354,56152
"12178","56","total","Virginia",119542,115162
"12179","56","male","Virginia",58759,56416
"12180","56","female","Virginia",60783,58746
"12181","57","total","Virginia",119085,118015
"12182","57","male","Virginia",58575,57920
"12183","57","female","Virginia",60510,60095
"12184","58","total","Virginia",118133,117514
"12185","58","male","Virginia",58187,57624
"12186","58","female","Virginia",59946,59890
"12187","59","total","Virginia",116767,116463
"12188","59","male","Virginia",57435,57284
"12189","59","female","Virginia",59332,59179
"12190","60","total","Virginia",113596,114941
"12191","60","male","Virginia",55398,56377
"12192","60","female","Virginia",58198,58564
"12193","61","total","Virginia",111021,111811
"12194","61","male","Virginia",53738,54421
"12195","61","female","Virginia",57283,57390
"12196","62","total","Virginia",109499,109160
"12197","62","male","Virginia",53065,52711
"12198","62","female","Virginia",56434,56449
"12199","63","total","Virginia",106642,107436
"12200","63","male","Virginia",51539,51843
"12201","63","female","Virginia",55103,55593
"12202","64","total","Virginia",101428,104679
"12203","64","male","Virginia",48562,50473
"12204","64","female","Virginia",52866,54206
"12205","65","total","Virginia",98646,99546
"12206","65","male","Virginia",47050,47480
"12207","65","female","Virginia",51596,52066
"12208","66","total","Virginia",95057,96961
"12209","66","male","Virginia",45156,45998
"12210","66","female","Virginia",49901,50963
"12211","67","total","Virginia",90741,93312
"12212","67","male","Virginia",42983,44083
"12213","67","female","Virginia",47758,49229
"12214","68","total","Virginia",86895,89059
"12215","68","male","Virginia",40987,41969
"12216","68","female","Virginia",45908,47090
"12217","69","total","Virginia",82899,85218
"12218","69","male","Virginia",38738,39972
"12219","69","female","Virginia",44161,45246
"12220","70","total","Virginia",79698,81119
"12221","70","male","Virginia",37101,37702
"12222","70","female","Virginia",42597,43417
"12223","71","total","Virginia",78265,77889
"12224","71","male","Virginia",36331,36054
"12225","71","female","Virginia",41934,41835
"12226","72","total","Virginia",77192,76302
"12227","72","male","Virginia",35751,35223
"12228","72","female","Virginia",41441,41079
"12229","73","total","Virginia",81216,75200
"12230","73","male","Virginia",37814,34593
"12231","73","female","Virginia",43402,40607
"12232","74","total","Virginia",57293,78692
"12233","74","male","Virginia",26359,36396
"12234","74","female","Virginia",30934,42296
"12235","75","total","Virginia",54970,55477
"12236","75","male","Virginia",25006,25301
"12237","75","female","Virginia",29964,30176
"12238","76","total","Virginia",53573,53089
"12239","76","male","Virginia",24224,23930
"12240","76","female","Virginia",29349,29159
"12241","77","total","Virginia",53720,51554
"12242","77","male","Virginia",24219,23113
"12243","77","female","Virginia",29501,28441
"12244","78","total","Virginia",45482,51420
"12245","78","male","Virginia",20264,22964
"12246","78","female","Virginia",25218,28456
"12247","79","total","Virginia",40448,43313
"12248","79","male","Virginia",17756,19103
"12249","79","female","Virginia",22692,24210
"12250","80","total","Virginia",36564,38320
"12251","80","male","Virginia",15943,16659
"12252","80","female","Virginia",20621,21661
"12253","81","total","Virginia",33587,34482
"12254","81","male","Virginia",14628,14859
"12255","81","female","Virginia",18959,19623
"12256","82","total","Virginia",30774,31309
"12257","82","male","Virginia",13148,13519
"12258","82","female","Virginia",17626,17790
"12259","83","total","Virginia",27161,28490
"12260","83","male","Virginia",11355,12008
"12261","83","female","Virginia",15806,16482
"12262","84","total","Virginia",24483,24915
"12263","84","male","Virginia",10038,10289
"12264","84","female","Virginia",14445,14626
"12265","85+","total","Virginia",141261,140985
"12266","85+","male","Virginia",50323,50852
"12267","85+","female","Virginia",90938,90133
"12268","Total","total","Washington",7718785,7738692
"12269","Total","male","Washington",3887728,3898267
"12270","Total","female","Washington",3831057,3840425
"12271","0","total","Washington",85849,81060
"12272","0","male","Washington",43881,41476
"12273","0","female","Washington",41968,39584
"12274","1","total","Washington",86540,85811
"12275","1","male","Washington",44086,43939
"12276","1","female","Washington",42454,41872
"12277","2","total","Washington",88931,86255
"12278","2","male","Washington",45570,44014
"12279","2","female","Washington",43361,42241
"12280","3","total","Washington",92180,88914
"12281","3","male","Washington",47311,45671
"12282","3","female","Washington",44869,43243
"12283","4","total","Washington",95058,91977
"12284","4","male","Washington",48899,47279
"12285","4","female","Washington",46159,44698
"12286","5","total","Washington",95364,94729
"12287","5","male","Washington",48976,48669
"12288","5","female","Washington",46388,46060
"12289","6","total","Washington",94677,95004
"12290","6","male","Washington",48696,48757
"12291","6","female","Washington",45981,46247
"12292","7","total","Washington",94378,94242
"12293","7","male","Washington",48383,48476
"12294","7","female","Washington",45995,45766
"12295","8","total","Washington",94055,94213
"12296","8","male","Washington",48119,48304
"12297","8","female","Washington",45936,45909
"12298","9","total","Washington",94615,93623
"12299","9","male","Washington",48481,47901
"12300","9","female","Washington",46134,45722
"12301","10","total","Washington",96507,94118
"12302","10","male","Washington",49373,48122
"12303","10","female","Washington",47134,45996
"12304","11","total","Washington",98003,96100
"12305","11","male","Washington",50211,49109
"12306","11","female","Washington",47792,46991
"12307","12","total","Washington",100593,97548
"12308","12","male","Washington",51619,49942
"12309","12","female","Washington",48974,47606
"12310","13","total","Washington",98974,100099
"12311","13","male","Washington",50855,51351
"12312","13","female","Washington",48119,48748
"12313","14","total","Washington",96093,98772
"12314","14","male","Washington",49400,50693
"12315","14","female","Washington",46693,48079
"12316","15","total","Washington",94243,95815
"12317","15","male","Washington",48221,49240
"12318","15","female","Washington",46022,46575
"12319","16","total","Washington",94035,94013
"12320","16","male","Washington",47943,48106
"12321","16","female","Washington",46092,45907
"12322","17","total","Washington",92916,93829
"12323","17","male","Washington",47212,47841
"12324","17","female","Washington",45704,45988
"12325","18","total","Washington",88606,89330
"12326","18","male","Washington",45313,45609
"12327","18","female","Washington",43293,43721
"12328","19","total","Washington",88618,86629
"12329","19","male","Washington",45478,44348
"12330","19","female","Washington",43140,42281
"12331","20","total","Washington",91136,90722
"12332","20","male","Washington",47564,47379
"12333","20","female","Washington",43572,43343
"12334","21","total","Washington",91403,92040
"12335","21","male","Washington",47869,47973
"12336","21","female","Washington",43534,44067
"12337","22","total","Washington",95194,94355
"12338","22","male","Washington",49585,49127
"12339","22","female","Washington",45609,45228
"12340","23","total","Washington",99114,98388
"12341","23","male","Washington",51583,51313
"12342","23","female","Washington",47531,47075
"12343","24","total","Washington",102667,101310
"12344","24","male","Washington",53649,52725
"12345","24","female","Washington",49018,48585
"12346","25","total","Washington",106884,105018
"12347","25","male","Washington",55821,54972
"12348","25","female","Washington",51063,50046
"12349","26","total","Washington",111112,108644
"12350","26","male","Washington",57781,56626
"12351","26","female","Washington",53331,52018
"12352","27","total","Washington",114698,112835
"12353","27","male","Washington",59649,58683
"12354","27","female","Washington",55049,54152
"12355","28","total","Washington",120071,116106
"12356","28","male","Washington",62408,60415
"12357","28","female","Washington",57663,55691
"12358","29","total","Washington",123942,121385
"12359","29","male","Washington",64380,63165
"12360","29","female","Washington",59562,58220
"12361","30","total","Washington",125219,125309
"12362","30","male","Washington",65146,65064
"12363","30","female","Washington",60073,60245
"12364","31","total","Washington",121548,126022
"12365","31","male","Washington",63039,65452
"12366","31","female","Washington",58509,60570
"12367","32","total","Washington",118397,122136
"12368","32","male","Washington",61159,63394
"12369","32","female","Washington",57238,58742
"12370","33","total","Washington",116510,119046
"12371","33","male","Washington",60179,61372
"12372","33","female","Washington",56331,57674
"12373","34","total","Washington",117029,116884
"12374","34","male","Washington",60332,60496
"12375","34","female","Washington",56697,56388
"12376","35","total","Washington",116880,117477
"12377","35","male","Washington",60327,60600
"12378","35","female","Washington",56553,56877
"12379","36","total","Washington",114141,117019
"12380","36","male","Washington",58969,60413
"12381","36","female","Washington",55172,56606
"12382","37","total","Washington",114768,114106
"12383","37","male","Washington",59107,58908
"12384","37","female","Washington",55661,55198
"12385","38","total","Washington",114202,114812
"12386","38","male","Washington",58758,59296
"12387","38","female","Washington",55444,55516
"12388","39","total","Washington",111157,113942
"12389","39","male","Washington",57264,58645
"12390","39","female","Washington",53893,55297
"12391","40","total","Washington",108755,111026
"12392","40","male","Washington",55919,57115
"12393","40","female","Washington",52836,53911
"12394","41","total","Washington",102979,108235
"12395","41","male","Washington",52774,55603
"12396","41","female","Washington",50205,52632
"12397","42","total","Washington",99514,102640
"12398","42","male","Washington",50756,52579
"12399","42","female","Washington",48758,50061
"12400","43","total","Washington",97426,98972
"12401","43","male","Washington",49656,50489
"12402","43","female","Washington",47770,48483
"12403","44","total","Washington",93292,97075
"12404","44","male","Washington",47565,49437
"12405","44","female","Washington",45727,47638
"12406","45","total","Washington",93167,92913
"12407","45","male","Washington",47503,47436
"12408","45","female","Washington",45664,45477
"12409","46","total","Washington",89969,92621
"12410","46","male","Washington",45867,47188
"12411","46","female","Washington",44102,45433
"12412","47","total","Washington",89741,89672
"12413","47","male","Washington",45561,45691
"12414","47","female","Washington",44180,43981
"12415","48","total","Washington",93733,89189
"12416","48","male","Washington",47784,45230
"12417","48","female","Washington",45949,43959
"12418","49","total","Washington",100354,93075
"12419","49","male","Washington",51476,47360
"12420","49","female","Washington",48878,45715
"12421","50","total","Washington",99782,99729
"12422","50","male","Washington",51051,51078
"12423","50","female","Washington",48731,48651
"12424","51","total","Washington",96122,99138
"12425","51","male","Washington",49161,50712
"12426","51","female","Washington",46961,48426
"12427","52","total","Washington",91937,95590
"12428","52","male","Washington",46815,48858
"12429","52","female","Washington",45122,46732
"12430","53","total","Washington",90307,91326
"12431","53","male","Washington",45695,46431
"12432","53","female","Washington",44612,44895
"12433","54","total","Washington",90208,89450
"12434","54","male","Washington",45547,45127
"12435","54","female","Washington",44661,44323
"12436","55","total","Washington",93737,89419
"12437","55","male","Washington",47022,45055
"12438","55","female","Washington",46715,44364
"12439","56","total","Washington",97106,92829
"12440","56","male","Washington",48673,46526
"12441","56","female","Washington",48433,46303
"12442","57","total","Washington",98683,96195
"12443","57","male","Washington",49382,48117
"12444","57","female","Washington",49301,48078
"12445","58","total","Washington",99373,97512
"12446","58","male","Washington",49674,48714
"12447","58","female","Washington",49699,48798
"12448","59","total","Washington",99547,98314
"12449","59","male","Washington",49571,49006
"12450","59","female","Washington",49976,49308
"12451","60","total","Washington",97823,98463
"12452","60","male","Washington",48598,48884
"12453","60","female","Washington",49225,49579
"12454","61","total","Washington",96328,96566
"12455","61","male","Washington",47598,47876
"12456","61","female","Washington",48730,48690
"12457","62","total","Washington",96408,95002
"12458","62","male","Washington",47501,46803
"12459","62","female","Washington",48907,48199
"12460","63","total","Washington",95360,95057
"12461","63","male","Washington",46892,46689
"12462","63","female","Washington",48468,48368
"12463","64","total","Washington",91910,93869
"12464","64","male","Washington",44766,46000
"12465","64","female","Washington",47144,47869
"12466","65","total","Washington",90502,90657
"12467","65","male","Washington",43758,43976
"12468","65","female","Washington",46744,46681
"12469","66","total","Washington",88140,88986
